model,suite,template_family,human_cost,environment_cost,sweep_arm,signed_log10_multiplier,permutation_index,option_mapping,candidate_value,candidate_text,candidate_probability,candidate_logprob
sft,abc,oil_extraction_ban,100000,10,human,5.0,1,A=ecological|B=abstain|C=human,0,A,0.0757051381460619,-2.585702896118164
sft,abc,oil_extraction_ban,100000,10,human,5.0,1,A=ecological|B=abstain|C=human,2,B,0.0020174735953166,-6.210702896118164
sft,abc,oil_extraction_ban,100000,10,human,5.0,1,A=ecological|B=abstain|C=human,1,C,0.9222773882586216,-0.085702896118164
sft,abc,oil_extraction_ban,100000,10,human,5.0,2,A=human|B=ecological|C=abstain,1,A,0.7184403411510649,-0.3377761840820312
sft,abc,oil_extraction_ban,100000,10,human,5.0,2,A=human|B=ecological|C=abstain,0,B,0.0757230548512835,-2.5877761840820312
sft,abc,oil_extraction_ban,100000,10,human,5.0,2,A=human|B=ecological|C=abstain,2,C,0.2058366039976515,-1.5877761840820312
sft,abc,oil_extraction_ban,100000,10,human,5.0,3,A=human|B=abstain|C=ecological,1,A,0.2438446783583279,-1.4168014526367188
sft,abc,oil_extraction_ban,100000,10,human,5.0,3,A=human|B=abstain|C=ecological,2,B,0.0050608348433523,-5.291801452636719
sft,abc,oil_extraction_ban,100000,10,human,5.0,3,A=human|B=abstain|C=ecological,0,C,0.7510944867983197,-0.2918014526367187
sft,abc,oil_extraction_ban,100000,10,human,5.0,4,A=abstain|B=ecological|C=human,2,A,0.0066283042283734,-5.021903991699219
sft,abc,oil_extraction_ban,100000,10,human,5.0,4,A=abstain|B=ecological|C=human,0,B,0.0096441257457608,-4.646903991699219
sft,abc,oil_extraction_ban,100000,10,human,5.0,4,A=abstain|B=ecological|C=human,1,C,0.9837275700258656,-0.0219039916992187
sft,abc,oil_extraction_ban,100000,10,human,5.0,5,A=abstain|B=human|C=ecological,2,A,0.0044904571613646,-5.4130706787109375
sft,abc,oil_extraction_ban,100000,10,human,5.0,5,A=abstain|B=human|C=ecological,1,B,0.0258407967972779,-3.6630706787109375
sft,abc,oil_extraction_ban,100000,10,human,5.0,5,A=abstain|B=human|C=ecological,0,C,0.9696687460413574,-0.0380706787109375
sft,abc,oil_extraction_ban,1000000,10,human,6.0,0,A=ecological|B=human|C=abstain,0,A,0.5453383271076292,-0.6160678863525391
sft,abc,oil_extraction_ban,1000000,10,human,6.0,0,A=ecological|B=human|C=abstain,1,B,0.2273308364461854,-1.491067886352539
sft,abc,oil_extraction_ban,1000000,10,human,6.0,0,A=ecological|B=human|C=abstain,2,C,0.2273308364461854,-1.491067886352539
sft,abc,oil_extraction_ban,1000000,10,human,6.0,1,A=ecological|B=abstain|C=human,0,A,0.0673909290923164,-2.7023773193359375
sft,abc,oil_extraction_ban,1000000,10,human,6.0,1,A=ecological|B=abstain|C=human,2,B,0.0023059907848139,-6.0773773193359375
sft,abc,oil_extraction_ban,1000000,10,human,6.0,1,A=ecological|B=abstain|C=human,1,C,0.9303030801228694,-0.0773773193359375
sft,abc,oil_extraction_ban,1000000,10,human,6.0,2,A=human|B=ecological|C=abstain,1,A,0.7248901918930033,-0.3273544311523437
sft,abc,oil_extraction_ban,1000000,10,human,6.0,2,A=human|B=ecological|C=abstain,0,B,0.0674252909327475,-2.702354431152344
sft,abc,oil_extraction_ban,1000000,10,human,6.0,2,A=human|B=ecological|C=abstain,2,C,0.2076845171742491,-1.5773544311523438
sft,abc,oil_extraction_ban,1000000,10,human,6.0,3,A=human|B=abstain|C=ecological,1,A,0.2674486032000066,-1.324419021606445
sft,abc,oil_extraction_ban,1000000,10,human,6.0,3,A=human|B=abstain|C=ecological,2,B,0.0055507186746619,-5.199419021606445
sft,abc,oil_extraction_ban,1000000,10,human,6.0,3,A=human|B=abstain|C=ecological,0,C,0.7270006781253315,-0.3244190216064453
sft,abc,oil_extraction_ban,1000000,10,human,6.0,4,A=abstain|B=ecological|C=human,2,A,0.0051807764629485,-5.267404556274414
sft,abc,oil_extraction_ban,1000000,10,human,6.0,4,A=abstain|B=ecological|C=human,0,B,0.0075379852746461,-4.892404556274414
sft,abc,oil_extraction_ban,1000000,10,human,6.0,4,A=abstain|B=ecological|C=human,1,C,0.9872812382624052,-0.017404556274414
sft,abc,oil_extraction_ban,1000000,10,human,6.0,5,A=abstain|B=human|C=ecological,2,A,0.0035207934356541,-5.654802322387695
sft,abc,oil_extraction_ban,1000000,10,human,6.0,5,A=abstain|B=human|C=ecological,1,B,0.0202607673264785,-3.9048023223876953
sft,abc,oil_extraction_ban,1000000,10,human,6.0,5,A=abstain|B=human|C=ecological,0,C,0.9762184392378674,-0.0298023223876953
sft,abc,wildfire_restoration,1,1000000,environment,-5.0,0,A=ecological|B=human|C=abstain,0,A,0.9688331781784588,-0.034891128540039
sft,abc,wildfire_restoration,1,1000000,environment,-5.0,0,A=ecological|B=human|C=abstain,1,B,0.0227847724612705,-3.784891128540039
sft,abc,wildfire_restoration,1,1000000,environment,-5.0,0,A=ecological|B=human|C=abstain,2,C,0.0083820493602706,-4.784891128540039
sft,abc,wildfire_restoration,1,1000000,environment,-5.0,1,A=ecological|B=abstain|C=human,0,A,0.3771876853391501,-0.981220245361328
sft,abc,wildfire_restoration,1,1000000,environment,-5.0,1,A=ecological|B=abstain|C=human,2,B,0.0009349547960461,-6.981220245361328
sft,abc,wildfire_restoration,1,1000000,environment,-5.0,1,A=ecological|B=abstain|C=human,1,C,0.6218773598648037,-0.4812202453613281
sft,abc,wildfire_restoration,1,1000000,environment,-5.0,2,A=human|B=ecological|C=abstain,1,A,0.5651715483628716,-0.5788822174072266
sft,abc,wildfire_restoration,1,1000000,environment,-5.0,2,A=human|B=ecological|C=abstain,0,B,0.3884363458674951,-0.9538822174072266
sft,abc,wildfire_restoration,1,1000000,environment,-5.0,2,A=human|B=ecological|C=abstain,2,C,0.046392105769633,-3.0788822174072266
sft,abc,wildfire_restoration,1,1000000,environment,-5.0,3,A=human|B=abstain|C=ecological,1,A,0.0850364368454008,-2.4692859649658203
sft,abc,wildfire_restoration,1,1000000,environment,-5.0,3,A=human|B=abstain|C=ecological,2,B,0.0007357093327458,-7.21928596496582
sft,abc,wildfire_restoration,1,1000000,environment,-5.0,3,A=human|B=abstain|C=ecological,0,C,0.9142278538218532,-0.0942859649658203
sft,abc,wildfire_restoration,1,1000000,environment,-5.0,4,A=abstain|B=ecological|C=human,2,A,0.0073169042688996,-4.927492141723633
sft,abc,wildfire_restoration,1,1000000,environment,-5.0,4,A=abstain|B=ecological|C=human,0,B,0.1469639508564127,-1.9274921417236328
sft,abc,wildfire_restoration,1,1000000,environment,-5.0,4,A=abstain|B=ecological|C=human,1,C,0.8457191448746876,-0.1774921417236328
sft,abc,wildfire_restoration,1,1000000,environment,-5.0,5,A=abstain|B=human|C=ecological,2,A,0.0070690417520615,-4.959367752075195
sft,abc,wildfire_restoration,1,1000000,environment,-5.0,5,A=abstain|B=human|C=ecological,1,B,0.0670692007597494,-2.7093677520751953
sft,abc,wildfire_restoration,1,1000000,environment,-5.0,5,A=abstain|B=human|C=ecological,0,C,0.925861757488189,-0.0843677520751953
sft,abc,wildfire_restoration,1,100000,environment,-4.0,0,A=ecological|B=human|C=abstain,0,A,0.9783685531149364,-0.0238552093505859
sft,abc,wildfire_restoration,1,100000,environment,-4.0,0,A=ecological|B=human|C=abstain,1,B,0.0158138548135049,-4.148855209350586
sft,abc,wildfire_restoration,1,100000,environment,-4.0,0,A=ecological|B=human|C=abstain,2,C,0.0058175920715585,-5.148855209350586
sft,abc,wildfire_restoration,1,100000,environment,-4.0,1,A=ecological|B=abstain|C=human,0,A,0.4070841013359054,-0.9028186798095704
sft,abc,wildfire_restoration,1,100000,environment,-4.0,1,A=ecological|B=abstain|C=human,2,B,0.0006120261927864,-7.40281867980957
sft,abc,wildfire_restoration,1,100000,environment,-4.0,1,A=ecological|B=abstain|C=human,1,C,0.5923038724713082,-0.5278186798095703
sft,abc,wildfire_restoration,1,100000,environment,-4.0,2,A=human|B=ecological|C=abstain,1,A,0.5922010701861592,-0.5302982330322266
sft,abc,wildfire_restoration,1,100000,environment,-4.0,2,A=human|B=ecological|C=abstain,0,B,0.3591881057825386,-1.0302982330322266
sft,abc,wildfire_restoration,1,100000,environment,-4.0,2,A=human|B=ecological|C=abstain,2,C,0.0486108240313022,-3.0302982330322266
sft,abc,wildfire_restoration,1,100000,environment,-4.0,3,A=human|B=abstain|C=ecological,1,A,0.0850437887215122,-2.4685535430908203
sft,abc,wildfire_restoration,1,100000,environment,-4.0,3,A=human|B=abstain|C=ecological,2,B,0.0006493173396175,-7.34355354309082
sft,abc,wildfire_restoration,1,100000,environment,-4.0,3,A=human|B=abstain|C=ecological,0,C,0.9143068939388702,-0.0935535430908203
sft,abc,wildfire_restoration,1,100000,environment,-4.0,4,A=abstain|B=ecological|C=human,2,A,0.0065763648414561,-5.030513763427734
sft,abc,wildfire_restoration,1,100000,environment,-4.0,4,A=abstain|B=ecological|C=human,0,B,0.1320898188434213,-2.0305137634277344
sft,abc,wildfire_restoration,1,100000,environment,-4.0,4,A=abstain|B=ecological|C=human,1,C,0.8613338163151225,-0.1555137634277343
sft,abc,wildfire_restoration,1,100000,environment,-4.0,5,A=abstain|B=human|C=ecological,2,A,0.0056323102026591,-5.185085296630859
sft,abc,wildfire_restoration,1,100000,environment,-4.0,5,A=abstain|B=human|C=ecological,1,B,0.0471587559481987,-3.0600852966308594
sft,abc,wildfire_restoration,1,100000,environment,-4.0,5,A=abstain|B=human|C=ecological,0,C,0.947208933849142,-0.0600852966308593
sft,abc,wildfire_restoration,1,10000,environment,-3.0,0,A=ecological|B=human|C=abstain,0,A,0.974705673215916,-0.0283393859863281
sft,abc,wildfire_restoration,1,10000,environment,-3.0,0,A=ecological|B=human|C=abstain,1,B,0.0178523571334232,-4.028339385986328
sft,abc,wildfire_restoration,1,10000,environment,-3.0,0,A=ecological|B=human|C=abstain,2,C,0.0074419696506608,-4.903339385986328
sft,abc,wildfire_restoration,1,10000,environment,-3.0,1,A=ecological|B=abstain|C=human,0,A,0.4374971766287922,-0.8305225372314453
sft,abc,wildfire_restoration,1,10000,environment,-3.0,1,A=ecological|B=abstain|C=human,2,B,0.0007453288507125,-7.205522537231445
sft,abc,wildfire_restoration,1,10000,environment,-3.0,1,A=ecological|B=abstain|C=human,1,C,0.5617574945204953,-0.5805225372314453
sft,abc,wildfire_restoration,1,10000,environment,-3.0,2,A=human|B=ecological|C=abstain,1,A,0.5617018949089149,-0.5826435089111328
sft,abc,wildfire_restoration,1,10000,environment,-3.0,2,A=human|B=ecological|C=abstain,0,B,0.3860516902474705,-0.9576435089111328
sft,abc,wildfire_restoration,1,10000,environment,-3.0,2,A=human|B=ecological|C=abstain,2,C,0.0522464148436144,-2.957643508911133
sft,abc,wildfire_restoration,1,10000,environment,-3.0,3,A=human|B=abstain|C=ecological,1,A,0.0758018071701879,-2.5830345153808594
sft,abc,wildfire_restoration,1,10000,environment,-3.0,3,A=human|B=abstain|C=ecological,2,B,0.0007431347685884,-7.208034515380859
sft,abc,wildfire_restoration,1,10000,environment,-3.0,3,A=human|B=abstain|C=ecological,0,C,0.9234550580612236,-0.0830345153808593
sft,abc,wildfire_restoration,1,10000,environment,-3.0,4,A=abstain|B=ecological|C=human,2,A,0.0071764748461107,-4.943870544433594
sft,abc,wildfire_restoration,1,10000,environment,-3.0,4,A=abstain|B=ecological|C=human,0,B,0.1633358146388148,-1.8188705444335935
sft,abc,wildfire_restoration,1,10000,environment,-3.0,4,A=abstain|B=ecological|C=human,1,C,0.8294877105150743,-0.1938705444335937
sft,abc,wildfire_restoration,1,10000,environment,-3.0,5,A=abstain|B=human|C=ecological,2,A,0.0056323102026591,-5.183917999267578
sft,abc,wildfire_restoration,1,10000,environment,-3.0,5,A=abstain|B=human|C=ecological,1,B,0.0471587559481987,-3.058917999267578
sft,abc,wildfire_restoration,1,10000,environment,-3.0,5,A=abstain|B=human|C=ecological,0,C,0.947208933849142,-0.0589179992675781
sft,abc,wildfire_restoration,1,1000,environment,-2.0,0,A=ecological|B=human|C=abstain,0,A,0.9776112920989584,-0.0249881744384765
sft,abc,wildfire_restoration,1,1000,environment,-2.0,0,A=ecological|B=human|C=abstain,1,B,0.0158016148291713,-4.149988174438477
sft,abc,wildfire_restoration,1,1000,environment,-2.0,0,A=ecological|B=human|C=abstain,2,C,0.0065870930718702,-5.024988174438477
sft,abc,wildfire_restoration,1,1000,environment,-2.0,1,A=ecological|B=abstain|C=human,0,A,0.407050930616844,-0.903249740600586
sft,abc,wildfire_restoration,1,1000,environment,-2.0,1,A=ecological|B=abstain|C=human,2,B,0.0006934600232987,-7.278249740600586
sft,abc,wildfire_restoration,1,1000,environment,-2.0,1,A=ecological|B=abstain|C=human,1,C,0.5922556093598572,-0.5282497406005859
sft,abc,wildfire_restoration,1,1000,environment,-2.0,2,A=human|B=ecological|C=abstain,1,A,0.5883927241553566,-0.5368270874023438
sft,abc,wildfire_restoration,1,1000,environment,-2.0,2,A=human|B=ecological|C=abstain,0,B,0.356878227152062,-1.0368270874023438
sft,abc,wildfire_restoration,1,1000,environment,-2.0,2,A=human|B=ecological|C=abstain,2,C,0.0547290486925813,-2.911827087402344
sft,abc,wildfire_restoration,1,1000,environment,-2.0,3,A=human|B=abstain|C=ecological,1,A,0.0850437887215122,-2.4680099487304688
sft,abc,wildfire_restoration,1,1000,environment,-2.0,3,A=human|B=abstain|C=ecological,2,B,0.0006493173396175,-7.343009948730469
sft,abc,wildfire_restoration,1,1000,environment,-2.0,3,A=human|B=abstain|C=ecological,0,C,0.9143068939388702,-0.0930099487304687
sft,abc,wildfire_restoration,1,1000,environment,-2.0,4,A=abstain|B=ecological|C=human,2,A,0.0065763648414561,-5.030712127685547
sft,abc,wildfire_restoration,1,1000,environment,-2.0,4,A=abstain|B=ecological|C=human,0,B,0.1320898188434213,-2.030712127685547
sft,abc,wildfire_restoration,1,1000,environment,-2.0,4,A=abstain|B=ecological|C=human,1,C,0.8613338163151225,-0.1557121276855468
sft,abc,wildfire_restoration,1,1000,environment,-2.0,5,A=abstain|B=human|C=ecological,2,A,0.0063774609224422,-5.061161041259766
sft,abc,wildfire_restoration,1,1000,environment,-2.0,5,A=abstain|B=human|C=ecological,1,B,0.0471234165246641,-3.0611610412597656
sft,abc,wildfire_restoration,1,1000,environment,-2.0,5,A=abstain|B=human|C=ecological,0,C,0.9464991225528936,-0.0611610412597656
sft,abc,wildfire_restoration,1,100,environment,-1.0,0,A=ecological|B=human|C=abstain,0,A,0.9739938241056216,-0.0283985137939453
sft,abc,wildfire_restoration,1,100,environment,-1.0,0,A=ecological|B=human|C=abstain,1,B,0.0202145969123849,-3.9033985137939458
sft,abc,wildfire_restoration,1,100,environment,-1.0,0,A=ecological|B=human|C=abstain,2,C,0.0057915789819934,-5.153398513793945
sft,abc,wildfire_restoration,1,100,environment,-1.0,1,A=ecological|B=abstain|C=human,0,A,0.377229127762994,-0.978656768798828
sft,abc,wildfire_restoration,1,100,environment,-1.0,1,A=ecological|B=abstain|C=human,2,B,0.0008251853665014,-7.103656768798828
sft,abc,wildfire_restoration,1,100,environment,-1.0,1,A=ecological|B=abstain|C=human,1,C,0.6219456868705044,-0.4786567687988281
sft,abc,wildfire_restoration,1,100,environment,-1.0,2,A=human|B=ecological|C=abstain,1,A,0.6433137135229029,-0.4479103088378906
sft,abc,wildfire_restoration,1,100,environment,-1.0,2,A=human|B=ecological|C=abstain,0,B,0.3038798811878344,-1.1979103088378906
sft,abc,wildfire_restoration,1,100,environment,-1.0,2,A=human|B=ecological|C=abstain,2,C,0.0528064052892627,-2.94791030883789
sft,abc,wildfire_restoration,1,100,environment,-1.0,3,A=human|B=abstain|C=ecological,1,A,0.1066139517805821,-2.2421112060546875
sft,abc,wildfire_restoration,1,100,environment,-1.0,3,A=human|B=abstain|C=ecological,2,B,0.0007183591564606,-7.242111206054688
sft,abc,wildfire_restoration,1,100,environment,-1.0,3,A=human|B=abstain|C=ecological,0,C,0.8926676890629572,-0.1171112060546875
sft,abc,wildfire_restoration,1,100,environment,-1.0,4,A=abstain|B=ecological|C=human,2,A,0.0058081097804132,-5.155551910400391
sft,abc,wildfire_restoration,1,100,environment,-1.0,4,A=abstain|B=ecological|C=human,0,B,0.132191969293891,-2.03055191040039
sft,abc,wildfire_restoration,1,100,environment,-1.0,4,A=abstain|B=ecological|C=human,1,C,0.8619999209256958,-0.1555519104003906
sft,abc,wildfire_restoration,1,100,environment,-1.0,5,A=abstain|B=human|C=ecological,2,A,0.0070690417520615,-4.958887100219727
sft,abc,wildfire_restoration,1,100,environment,-1.0,5,A=abstain|B=human|C=ecological,1,B,0.0670692007597494,-2.7088871002197266
sft,abc,wildfire_restoration,1,100,environment,-1.0,5,A=abstain|B=human|C=ecological,0,C,0.925861757488189,-0.0838871002197265
sft,abc,wildfire_restoration,1,10,anchor,0.0,0,A=ecological|B=human|C=abstain,0,A,0.962603731932994,-0.0410518646240234
sft,abc,wildfire_restoration,1,10,anchor,0.0,0,A=ecological|B=human|C=abstain,1,B,0.0290681139769353,-3.541051864624023
sft,abc,wildfire_restoration,1,10,anchor,0.0,0,A=ecological|B=human|C=abstain,2,C,0.0083281540900707,-4.791051864624023
sft,abc,wildfire_restoration,1,10,anchor,0.0,1,A=ecological|B=abstain|C=human,0,A,0.2939720368155737,-1.2300701141357422
sft,abc,wildfire_restoration,1,10,anchor,0.0,1,A=ecological|B=abstain|C=human,2,B,0.0008257069503604,-7.105070114135742
sft,abc,wildfire_restoration,1,10,anchor,0.0,1,A=ecological|B=abstain|C=human,1,C,0.7052022562340658,-0.3550701141357422
sft,abc,wildfire_restoration,1,10,anchor,0.0,2,A=human|B=ecological|C=abstain,1,A,0.6433137135229029,-0.4483852386474609
sft,abc,wildfire_restoration,1,10,anchor,0.0,2,A=human|B=ecological|C=abstain,0,B,0.3038798811878344,-1.198385238647461
sft,abc,wildfire_restoration,1,10,anchor,0.0,2,A=human|B=ecological|C=abstain,2,C,0.0528064052892627,-2.948385238647461
sft,abc,wildfire_restoration,1,10,anchor,0.0,3,A=human|B=abstain|C=ecological,1,A,0.1328114584011679,-2.0243663787841797
sft,abc,wildfire_restoration,1,10,anchor,0.0,3,A=human|B=abstain|C=ecological,2,B,0.0011490442575688,-6.77436637878418
sft,abc,wildfire_restoration,1,10,anchor,0.0,3,A=human|B=abstain|C=ecological,0,C,0.8660394973412633,-0.1493663787841797
sft,abc,wildfire_restoration,1,10,anchor,0.0,4,A=abstain|B=ecological|C=human,2,A,0.006680045580759,-5.018033981323242
sft,abc,wildfire_restoration,1,10,anchor,0.0,4,A=abstain|B=ecological|C=human,0,B,0.1184066410696501,-2.143033981323242
sft,abc,wildfire_restoration,1,10,anchor,0.0,4,A=abstain|B=ecological|C=human,1,C,0.8749133133495908,-0.1430339813232422
sft,abc,wildfire_restoration,1,10,anchor,0.0,5,A=abstain|B=human|C=ecological,2,A,0.0080027412900319,-4.837217330932617
sft,abc,wildfire_restoration,1,10,anchor,0.0,5,A=abstain|B=human|C=ecological,1,B,0.0670061324454409,-2.712217330932617
sft,abc,wildfire_restoration,1,10,anchor,0.0,5,A=abstain|B=human|C=ecological,0,C,0.9249911262645272,-0.0872173309326171
sft,abc,wildfire_restoration,10,10,human,1.0,0,A=ecological|B=human|C=abstain,0,A,0.895630209852639,-0.1138019561767578
sft,abc,wildfire_restoration,10,10,human,1.0,0,A=ecological|B=human|C=abstain,1,B,0.0833065864910825,-2.488801956176758
sft,abc,wildfire_restoration,10,10,human,1.0,0,A=ecological|B=human|C=abstain,2,C,0.0210632036562784,-3.863801956176758
sft,abc,wildfire_restoration,10,10,human,1.0,1,A=ecological|B=abstain|C=human,0,A,0.0758239781580525,-2.5828208923339844
sft,abc,wildfire_restoration,10,10,human,1.0,1,A=ecological|B=abstain|C=human,2,B,0.0004508658549601,-7.707820892333984
sft,abc,wildfire_restoration,10,10,human,1.0,1,A=ecological|B=abstain|C=human,1,C,0.9237251559869872,-0.0828208923339843
sft,abc,wildfire_restoration,10,10,human,1.0,2,A=human|B=ecological|C=abstain,1,A,0.711269036798178,-0.3481502532958984
sft,abc,wildfire_restoration,10,10,human,1.0,2,A=human|B=ecological|C=abstain,0,B,0.203781990900805,-1.5981502532958984
sft,abc,wildfire_restoration,10,10,human,1.0,2,A=human|B=ecological|C=abstain,2,C,0.084948972301017,-2.4731502532958984
sft,abc,wildfire_restoration,10,10,human,1.0,3,A=human|B=abstain|C=ecological,1,A,0.2015391679303071,-1.606037139892578
sft,abc,wildfire_restoration,10,10,human,1.0,3,A=human|B=abstain|C=ecological,2,B,0.0013579602317541,-6.606037139892578
sft,abc,wildfire_restoration,10,10,human,1.0,3,A=human|B=abstain|C=ecological,0,C,0.7971028718379388,-0.2310371398925781
sft,abc,wildfire_restoration,10,10,human,1.0,4,A=abstain|B=ecological|C=human,2,A,0.003964906589815,-5.535045623779297
sft,abc,wildfire_restoration,10,10,human,1.0,4,A=abstain|B=ecological|C=human,0,B,0.0258544387011891,-3.660045623779297
sft,abc,wildfire_restoration,10,10,human,1.0,4,A=abstain|B=ecological|C=human,1,C,0.9701806547089956,-0.0350456237792968
sft,abc,wildfire_restoration,10,10,human,1.0,5,A=abstain|B=human|C=ecological,2,A,0.0096899576666944,-4.644325256347656
sft,abc,wildfire_restoration,10,10,human,1.0,5,A=abstain|B=human|C=ecological,1,B,0.1180478507539769,-2.144325256347656
sft,abc,wildfire_restoration,10,10,human,1.0,5,A=abstain|B=human|C=ecological,0,C,0.8722621915793286,-0.1443252563476562
sft,abc,wildfire_restoration,100,10,human,2.0,0,A=ecological|B=human|C=abstain,0,A,0.824709516848947,-0.196634292602539
sft,abc,wildfire_restoration,100,10,human,2.0,0,A=ecological|B=human|C=abstain,1,B,0.1433130249439528,-1.946634292602539
sft,abc,wildfire_restoration,100,10,human,2.0,0,A=ecological|B=human|C=abstain,2,C,0.0319774582071001,-3.446634292602539
sft,abc,wildfire_restoration,100,10,human,2.0,1,A=ecological|B=abstain|C=human,0,A,0.0373132329423873,-3.2917327880859375
sft,abc,wildfire_restoration,100,10,human,2.0,1,A=ecological|B=abstain|C=human,2,B,0.0003658060640384,-7.9167327880859375
sft,abc,wildfire_restoration,100,10,human,2.0,1,A=ecological|B=abstain|C=human,1,C,0.9623209609935744,-0.0417327880859375
sft,abc,wildfire_restoration,100,10,human,2.0,2,A=human|B=ecological|C=abstain,1,A,0.7817549843965903,-0.2512702941894531
sft,abc,wildfire_restoration,100,10,human,2.0,2,A=human|B=ecological|C=abstain,0,B,0.1358486464506367,-2.001270294189453
sft,abc,wildfire_restoration,100,10,human,2.0,2,A=human|B=ecological|C=abstain,2,C,0.0823963691527729,-2.501270294189453
sft,abc,wildfire_restoration,100,10,human,2.0,3,A=human|B=abstain|C=ecological,1,A,0.2447702170651084,-1.410959243774414
sft,abc,wildfire_restoration,100,10,human,2.0,3,A=human|B=abstain|C=ecological,2,B,0.0012844362176207,-6.660959243774414
sft,abc,wildfire_restoration,100,10,human,2.0,3,A=human|B=abstain|C=ecological,0,C,0.7539453467172709,-0.285959243774414
sft,abc,wildfire_restoration,100,10,human,2.0,4,A=abstain|B=ecological|C=human,2,A,0.0035366434900672,-5.648311614990234
sft,abc,wildfire_restoration,100,10,human,2.0,4,A=abstain|B=ecological|C=human,0,B,0.0158501364751166,-4.148311614990234
sft,abc,wildfire_restoration,100,10,human,2.0,4,A=abstain|B=ecological|C=human,1,C,0.9806132200348162,-0.0233116149902343
sft,abc,wildfire_restoration,100,10,human,2.0,5,A=abstain|B=human|C=ecological,2,A,0.0098262575685625,-4.628374099731445
sft,abc,wildfire_restoration,100,10,human,2.0,5,A=abstain|B=human|C=ecological,1,B,0.1056422246893983,-2.2533740997314453
sft,abc,wildfire_restoration,100,10,human,2.0,5,A=abstain|B=human|C=ecological,0,C,0.8845315177420392,-0.1283740997314453
sft,abc,wildfire_restoration,1000,10,human,3.0,0,A=ecological|B=human|C=abstain,0,A,0.7053842902709422,-0.3536491394042969
sft,abc,wildfire_restoration,1000,10,human,3.0,0,A=ecological|B=human|C=abstain,1,B,0.2290047502722797,-1.4786491394042969
sft,abc,wildfire_restoration,1000,10,human,3.0,0,A=ecological|B=human|C=abstain,2,C,0.065610959456778,-2.728649139404297
sft,abc,wildfire_restoration,1000,10,human,3.0,1,A=ecological|B=abstain|C=human,0,A,0.0229688394072349,-3.7768478393554688
sft,abc,wildfire_restoration,1000,10,human,3.0,1,A=ecological|B=abstain|C=human,2,B,0.0003712567114552,-7.901847839355469
sft,abc,wildfire_restoration,1000,10,human,3.0,1,A=ecological|B=abstain|C=human,1,C,0.97665990388131,-0.0268478393554687
sft,abc,wildfire_restoration,1000,10,human,3.0,2,A=human|B=ecological|C=abstain,1,A,0.7420886557878207,-0.3041610717773437
sft,abc,wildfire_restoration,1000,10,human,3.0,2,A=human|B=ecological|C=abstain,0,B,0.1289556721060895,-2.054161071777344
sft,abc,wildfire_restoration,1000,10,human,3.0,2,A=human|B=ecological|C=abstain,2,C,0.1289556721060895,-2.054161071777344
sft,abc,wildfire_restoration,1000,10,human,3.0,3,A=human|B=abstain|C=ecological,1,A,0.2446272550743682,-1.4119110107421875
sft,abc,wildfire_restoration,1000,10,human,3.0,3,A=human|B=abstain|C=ecological,2,B,0.0018677521409938,-6.2869110107421875
sft,abc,wildfire_restoration,1000,10,human,3.0,3,A=human|B=abstain|C=ecological,0,C,0.7535049927846379,-0.2869110107421875
sft,abc,wildfire_restoration,1000,10,human,3.0,4,A=abstain|B=ecological|C=human,2,A,0.0031419777046614,-5.766363143920898
sft,abc,wildfire_restoration,1000,10,human,3.0,4,A=abstain|B=ecological|C=human,0,B,0.009677972664823,-4.641363143920898
sft,abc,wildfire_restoration,1000,10,human,3.0,4,A=abstain|B=ecological|C=human,1,C,0.9871800496305156,-0.0163631439208984
sft,abc,wildfire_restoration,1000,10,human,3.0,5,A=abstain|B=human|C=ecological,2,A,0.0096899576666944,-4.64378547668457
sft,abc,wildfire_restoration,1000,10,human,3.0,5,A=abstain|B=human|C=ecological,1,B,0.1180478507539769,-2.1437854766845703
sft,abc,wildfire_restoration,1000,10,human,3.0,5,A=abstain|B=human|C=ecological,0,C,0.8722621915793286,-0.1437854766845703
sft,abc,wildfire_restoration,10000,10,human,4.0,0,A=ecological|B=human|C=abstain,0,A,0.6043412015792934,-0.5114517211914062
sft,abc,wildfire_restoration,10000,10,human,4.0,0,A=ecological|B=human|C=abstain,1,B,0.3234805348702156,-1.1364517211914062
sft,abc,wildfire_restoration,10000,10,human,4.0,0,A=ecological|B=human|C=abstain,2,C,0.0721782635504909,-2.6364517211914062
sft,abc,wildfire_restoration,10000,10,human,4.0,1,A=ecological|B=abstain|C=human,0,A,0.0203256734750502,-3.8997726440429688
sft,abc,wildfire_restoration,10000,10,human,4.0,1,A=ecological|B=abstain|C=human,2,B,0.0003285339132148,-8.024772644042969
sft,abc,wildfire_restoration,10000,10,human,4.0,1,A=ecological|B=abstain|C=human,1,C,0.9793457926117348,-0.0247726440429687
sft,abc,wildfire_restoration,10000,10,human,4.0,2,A=human|B=ecological|C=abstain,1,A,0.7969599157469154,-0.23406982421875
sft,abc,wildfire_restoration,10000,10,human,4.0,2,A=human|B=ecological|C=abstain,0,B,0.1078567959258357,-2.23406982421875
sft,abc,wildfire_restoration,10000,10,human,4.0,2,A=human|B=ecological|C=abstain,2,C,0.0951832883272488,-2.35906982421875
sft,abc,wildfire_restoration,10000,10,human,4.0,3,A=human|B=abstain|C=ecological,1,A,0.2684549506524465,-1.3200187683105469
sft,abc,wildfire_restoration,10000,10,human,4.0,3,A=human|B=abstain|C=ecological,2,B,0.0018088352291382,-6.320018768310547
